id,true_player,predicted_player,confidence,is_correct,true_position,pred_position
854,Roy Hibbert,DeMarcus Cousins,49.92172771630264,False,C,C
855,Josh Smith,Josh Smith,71.07480403680468,True,F,F
856,Gordon Hayward,Gordon Hayward,88.53243994222495,True,F,F
857,Marcin Gortat,Zaza Pachulia,63.300695745280144,False,C,C
858,Rasual Butler,Rasual Butler,73.87861771388022,True,F,F
859,Draymond Green,Baron Davis,53.80322937432304,False,F,F
860,Derrick Williams,Derrick Williams,71.02359463516709,True,F,F
861,Tyler Hansbrough,David West,48.97312979252829,False,F,F
862,Tim Hardaway,Ryan Anderson,49.595222890899095,False,F,F
863,Ish Smith,Ish Smith,73.43057684230165,True,F,F
864,Nerlens Noel,Nerlens Noel,70.60166811145108,True,F,F
865,Andre Miller,Andre Miller,86.59619602454426,True,F,F
866,Nene Hilario,Nene Hilario,85.31235958993985,True,C,C
867,Khris Middleton,Khris Middleton,70.74845933023364,True,F,F
868,Joe Johnson,Brandon Jennings,56.92671676154863,False,G,G
869,Bradley Beal,Bradley Beal,78.59175305140833,True,F,F
870,Victor Oladipo,Victor Oladipo,82.43034347512561,True,G,G
871,Andre Drummond,Andre Drummond,75.06155979093832,True,F,F
872,Kostas Papanikolaou,Kostas Papanikolaou,86.40056664948088,True,F,F
873,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,91.70839557289244,True,F,F
874,Patrick Patterson,Patrick Patterson,78.36412268816713,True,F,F
875,Marvin Williams,Marvin Williams,72.060070560979,True,F,F
876,Chandler Parsons,Chandler Parsons,88.32247177487811,True,F,F
877,Tim Hardaway,Tim Hardaway,78.75675234839551,True,F,F
878,Nicolas Batum,Nicolas Batum,77.61833656017066,True,F,F
879,James Young,James Young,70.31569494998048,True,F,F
880,Tony Allen,Alan Anderson,48.727607245311766,False,F,F
881,Klay Thompson,Klay Thompson,93.31656447313196,True,G,G
882,Jeremy Lin,Jeremy Lin,84.95844697788047,True,G,G
883,Jordan Hill,Jordan Hill,81.91454682786167,True,F,F
884,Khris Middleton,Eugene Jeter,49.490257613430636,False,F,F
885,Austin Rivers,Kenneth Faried,57.90838290900046,False,F,F
886,Paul Millsap,Tristan Thompson,59.61882474848582,False,F,F
887,James Jones,James Jones,76.2211961606795,True,F,F
888,Luol Deng,Luol Deng,87.06049311451687,True,F,F
889,Al Horford,Al Horford,91.28087862073951,True,F,F
890,Stephen Curry,Stephen Curry,76.30909484499476,True,G,G
891,Tony Allen,Donatas Motiejunas,57.445300492154686,False,F,F
892,Kent Bazemore,Kent Bazemore,79.98623190126986,True,F,F
893,Tim Duncan,Tim Duncan,90.63590339288032,True,F,F
894,Marc Gasol,Chris Andersen,40.65639217478317,False,C,C
895,Harrison Barnes,Harrison Barnes,70.07528446961085,True,F,F
896,Ty Lawson,Mike Conley,49.26284467602462,False,G,G
897,Patrick Beverley,Patrick Beverley,76.77235277788735,True,F,F
898,Wilson Chandler,Wilson Chandler,83.38733242515124,True,F,F
899,Tyson Chandler,Tyson Chandler,77.71506430673858,True,C,C
900,Elfrid Payton,Xavier Munford,44.34120284373072,False,F,F
901,T.J. McConnell,T.J. McConnell,70.47075738066314,True,F,F
902,Tony Parker,Tony Parker,80.07382780072409,True,G,G
903,Aron Baynes,Stephane Lasme,64.7527337678935,False,F,F
904,Allen Crabbe,Allen Crabbe,90.38461182393905,True,F,F
905,Kevin Durant,Kevin Durant,72.54522258616595,True,F,F
906,Devin Booker,Devin Booker,70.35581681922439,True,F,F
907,Thomas Robinson,Thomas Robinson,89.33401405174453,True,F,F
908,Shabazz Muhammad,Darius Morris,60.09156280724153,False,F,F
909,Nerlens Noel,Nerlens Noel,82.49427160121476,True,F,F
910,Norris Cole,Richie Frahm,40.24153807456272,False,F,F
911,Nene Hilario,Nene Hilario,80.77435446668461,True,C,C
912,P.J. Tucker,P.J. Tucker,83.02819232558782,True,F,F
913,Klay Thompson,Klay Thompson,82.38945403445163,True,G,G
914,C.J. Miles,Marcus Williams,57.61228226929905,False,F,F
915,LaMarcus Aldridge,Jacque Vaughn,64.03711689083721,False,F,F
916,Charlie Villanueva,Charlie Villanueva,92.64396587069938,True,F,F
917,Andrew Bogut,Andrew Bogut,86.73030751732297,True,C,C
918,Ian Mahinmi,Samuel Dalembert,46.52690419365519,False,C,C
919,Boris Diaw,Boris Diaw,87.71932196261669,True,F,F
920,Bradley Beal,Bradley Beal,81.49687186211982,True,F,F
921,Kosta Koufos,Kosta Koufos,72.00125265820162,True,C,C
922,Joe Ingles,Joe Ingles,92.79176944101172,True,F,F
923,Damian Lillard,Damian Lillard,94.17638127546306,True,G,G
924,Jonas Valanciunas,Jonas Valanciunas,71.79174128504341,True,C,C
925,Leandro Barbosa,Leandro Barbosa,92.12200368038256,True,F,F
926,Joakim Noah,Brook Lopez,60.73646404141139,False,C,C
927,Josh Smith,Hamed Haddadi,52.98581375988907,False,F,F
928,Jarrett Jack,Jarrett Jack,80.97364033160986,True,F,F
929,Paul Pierce,Paul Pierce,78.87150650300471,True,F,F
930,Ricky Rubio,Ricky Rubio,81.20869548224157,True,G,G
931,Elfrid Payton,Elfrid Payton,83.56608416757392,True,F,F
932,Gerald Green,Gerald Green,72.03502220960266,True,F,F
933,Shane Larkin,Shane Larkin,79.2112778230947,True,F,F
934,J.J. Barea,J.J. Barea,88.89058664113416,True,F,F
935,Dion Waiters,Dion Waiters,74.21415273510291,True,F,F
936,Jordan Clarkson,Jordan Clarkson,89.38170627925962,True,F,F
937,Jonas Valanciunas,Jonas Valanciunas,91.2412208807497,True,C,C
938,P.J. Tucker,Quincy Douby,63.511758708724464,False,F,F
939,Anthony Brown,Metta World Peace,48.13240687818604,False,F,F
940,Tristan Thompson,Tristan Thompson,91.00054806410458,True,F,F
941,Damian Lillard,Steve Nash,55.851032882046105,False,G,G
942,Derrick Williams,Derrick Williams,72.21919808030208,True,F,F
943,Kendrick Perkins,Kendrick Perkins,71.15935837312604,True,C,C
944,Carl Landry,Carl Landry,88.72172834717053,True,F,F
945,Tyus Jones,Tyus Jones,71.51350734532991,True,F,F
946,Greg Monroe,Greg Monroe,82.63933091769691,True,C,C
947,Kevin Durant,Kevin Durant,70.49276505794982,True,F,F
948,Joe Johnson,Joe Johnson,85.2185386035883,True,G,G
949,Dwight Howard,Andrea Bargnani,59.998095602530185,False,C,C
950,Derrick Favors,Derrick Favors,74.21067809515311,True,F,F
951,Gerald Henderson,John Jenkins,61.57310846142372,False,F,F
952,Arron Afflalo,Arron Afflalo,74.70170782434127,True,F,F
953,Chris Bosh,Chris Bosh,74.90290939660274,True,F,F
954,Lavoy Allen,Timofey Mozgov,58.87663270145524,False,C,C
955,Taj Gibson,Taj Gibson,79.96930206738388,True,F,F
956,Tristan Thompson,Raymond Felton,60.40944997055641,False,F,F
957,J.R. Smith,J.R. Smith,70.77347740728064,True,G,G
958,George Hill,George Hill,94.50899392185941,True,G,G
959,Tiago Splitter,Tiago Splitter,83.32155154101461,True,C,C
960,Tyler Zeller,Brent Barry,59.27952788089191,False,F,F
961,Carmelo Anthony,Carmelo Anthony,83.7533558674283,True,F,F
962,DeMar DeRozan,Jeff Teague,56.84251720121299,False,G,G
963,Terrence Ross,Terrence Ross,90.63238241797693,True,F,F
964,DeMar DeRozan,DeMar DeRozan,89.15601421123654,True,G,G
965,Bojan Bogdanovic,Kyle O'Quinn,41.57306682104323,False,F,F
966,Kyle Korver,Courtney Lee,64.49208042031344,False,G,G
967,Mirza Teletovic,Mirza Teletovic,90.49065252403446,True,F,F
968,Brandon Bass,Brandon Bass,82.38243727174283,True,F,F
969,Lance Thomas,JaMychal Green,58.77623511251158,False,F,F
970,John Wall,John Wall,92.0453192750459,True,G,G
971,Allen Crabbe,Allen Crabbe,76.00851370772541,True,F,F
972,Hollis Thompson,Hollis Thompson,72.04049409562177,True,F,F
973,Matt Barnes,Matt Barnes,83.40677315265133,True,F,F
974,Solomon Hill,Solomon Hill,94.34650540782832,True,F,F
975,Luc Mbah a Moute,Luc Mbah a Moute,94.46559967041837,True,F,F
976,Wesley Johnson,Wesley Johnson,78.57161558334292,True,F,F
977,Josh Richardson,Josh Richardson,82.02360128004439,True,F,F
978,Bradley Beal,Bradley Beal,83.15317639559613,True,F,F
979,Tristan Thompson,Alec Burks,44.85474141228358,False,F,F
980,Nene Hilario,Nene Hilario,72.34734455341702,True,C,C
981,Dwyane Wade,Dwyane Wade,94.85828444330211,True,G,G
982,Spencer Hawes,Chris Andersen,62.25249147524945,False,C,C
983,James Harden,James Harden,92.9724628799613,True,G,G
984,Damian Lillard,Damian Lillard,82.04629907260723,True,G,G
985,Gerald Henderson,Gerald Henderson,92.68340197981485,True,F,F
986,Nikola Vucevic,Nikola Vucevic,90.70089460427144,True,C,C
987,Pau Gasol,Pau Gasol,83.39682661985395,True,F,F
988,Pau Gasol,Pau Gasol,74.74340303039276,True,F,F
989,Dwyane Wade,Dwyane Wade,87.74402299356797,True,G,G
990,R.J. Hunter,R.J. Hunter,84.9947437239621,True,F,F
991,Kevin Love,Kenneth Faried,45.483000450637725,False,F,F
992,Frank Kaminsky,Frank Kaminsky,88.24531882864814,True,F,F
993,Monta Ellis,Courtney Lee,40.33369427863949,False,G,G
994,Nemanja Bjelica,Nemanja Bjelica,91.72129379390844,True,F,F
995,Donald Sloan,Donald Sloan,94.73416727133,True,F,F
996,Jonas Valanciunas,Jonas Valanciunas,83.93595754109062,True,C,C
997,Devin Harris,Joey Dorsey,54.32125776927372,False,F,F
998,Ish Smith,Ish Smith,81.43911770177398,True,F,F
999,Wayne Ellington,Wayne Ellington,82.3292643700369,True,F,F
